new_formula,composition_vector
Li3Al1F6,"[3, 3.0, 13, 1.0, 9, 6.0]"
Li4Al3Si3Cl1O12,"[3, 4.0, 13, 3.0, 14, 3.0, 17, 1.0, 8, 12.0]"
Li4Al3Ge3Br1O12,"[3, 4.0, 13, 3.0, 32, 3.0, 35, 1.0, 8, 12.0]"
Li4Al3Ge3I1O12,"[3, 4.0, 13, 3.0, 32, 3.0, 53, 1.0, 8, 12.0]"
K1Li4Al1O4,"[19, 1.0, 3, 4.0, 13, 1.0, 8, 4.0]"
Li5Al1O4,"[3, 5.0, 13, 1.0, 8, 4.0]"
Li6Al13Cu8,"[3, 6.0, 13, 13.0, 29, 8.0]"
Li9Al4,"[3, 9.0, 13, 4.0]"
Be1Al1B1,"[4, 1.0, 13, 1.0, 5, 1.0]"
Na4Be1Al1Si4Cl1O12,"[11, 4.0, 4, 1.0, 13, 1.0, 14, 4.0, 17, 1.0, 8, 12.0]"
Be1Al2O4,"[4, 1.0, 13, 2.0, 8, 4.0]"
Na3Be1Al1Si2O8,"[11, 3.0, 4, 1.0, 13, 1.0, 14, 2.0, 8, 8.0]"
Al1B1Mo1,"[13, 1.0, 5, 1.0, 42, 1.0]"
Al1B1W1,"[13, 1.0, 5, 1.0, 74, 1.0]"
La1Al2B1Ru2,"[57, 1.0, 13, 2.0, 5, 1.0, 44, 2.0]"
La1Al2B1Os2,"[57, 1.0, 13, 2.0, 5, 1.0, 76, 2.0]"
Ba8Al10B12O41,"[56, 8.0, 13, 10.0, 5, 12.0, 8, 41.0]"
Ba1Al1B1O3F2,"[56, 1.0, 13, 1.0, 5, 1.0, 8, 3.0, 9, 2.0]"
Mg1Al1B1O4,"[12, 1.0, 13, 1.0, 5, 1.0, 8, 4.0]"
Ca1Al1B1O4,"[20, 1.0, 13, 1.0, 5, 1.0, 8, 4.0]"
Al1B1Pb1O4,"[13, 1.0, 5, 1.0, 82, 1.0, 8, 4.0]"
Al1Ni2B1O5,"[13, 1.0, 28, 2.0, 5, 1.0, 8, 5.0]"
Mg1Al3Si1B1O9,"[12, 1.0, 13, 3.0, 14, 1.0, 5, 1.0, 8, 9.0]"
Al5B1O9,"[13, 5.0, 5, 1.0, 8, 9.0]"
Mg2Al1B2Ir5,"[12, 2.0, 13, 1.0, 5, 2.0, 77, 5.0]"
Sc2Al1B2Ir5,"[21, 2.0, 13, 1.0, 5, 2.0, 77, 5.0]"
Al1Cr2B2,"[13, 1.0, 24, 2.0, 5, 2.0]"
Mn2Al1B2,"[25, 2.0, 13, 1.0, 5, 2.0]"
Al1Fe2B2,"[13, 1.0, 26, 2.0, 5, 2.0]"
La2Al1B2Os2,"[57, 2.0, 13, 1.0, 5, 2.0, 76, 2.0]"
Al3B2Ru4,"[13, 3.0, 5, 2.0, 44, 4.0]"
Na2Al2B2O7,"[11, 2.0, 13, 2.0, 5, 2.0, 8, 7.0]"
K2Al2B2O7,"[19, 2.0, 13, 2.0, 5, 2.0, 8, 7.0]"
Ca1Al2B2O7,"[20, 1.0, 13, 2.0, 5, 2.0, 8, 7.0]"
Rb2Al2B2O7,"[37, 2.0, 13, 2.0, 5, 2.0, 8, 7.0]"
Sr1Al2B2O7,"[38, 1.0, 13, 2.0, 5, 2.0, 8, 7.0]"
Cs2Al2B2O7,"[55, 2.0, 13, 2.0, 5, 2.0, 8, 7.0]"
Ba1Al2B2O7,"[56, 1.0, 13, 2.0, 5, 2.0, 8, 7.0]"
Mg1Al1B4,"[12, 1.0, 13, 1.0, 5, 4.0]"
Al1Cr3B4,"[13, 1.0, 24, 3.0, 5, 4.0]"
Ho1Al1B4,"[67, 1.0, 13, 1.0, 5, 4.0]"
Er1Al1B4,"[68, 1.0, 13, 1.0, 5, 4.0]"
Tm1Al1B4,"[69, 1.0, 13, 1.0, 5, 4.0]"
Lu1Al1B4,"[71, 1.0, 13, 1.0, 5, 4.0]"
Y1Al3B4O12,"[39, 1.0, 13, 3.0, 5, 4.0, 8, 12.0]"
Al6B5O15F3,"[13, 6.0, 5, 5.0, 8, 15.0, 9, 3.0]"
Al2Ni21B6,"[13, 2.0, 28, 21.0, 5, 6.0]"
Al3Ni20B6,"[13, 3.0, 28, 20.0, 5, 6.0]"
Al4B6O15,"[13, 4.0, 5, 6.0, 8, 15.0]"
Al1Ni12B8,"[13, 1.0, 28, 12.0, 5, 8.0]"
K3Al1B8O15,"[19, 3.0, 13, 1.0, 5, 8.0, 8, 15.0]"
Ba4Na1Al2B8Cl3O18,"[56, 4.0, 11, 1.0, 13, 2.0, 5, 8.0, 17, 3.0, 8, 18.0]"
Ba4Na1Al2B8Br3O18,"[56, 4.0, 11, 1.0, 13, 2.0, 5, 8.0, 35, 3.0, 8, 18.0]"
Sc3Al1C1,"[21, 3.0, 13, 1.0, 6, 1.0]"
Ti2Al1C1,"[22, 2.0, 13, 1.0, 6, 1.0]"
Ti3Al1C1,"[22, 3.0, 13, 1.0, 6, 1.0]"
Al1V2C1,"[13, 1.0, 23, 2.0, 6, 1.0]"
Al1Cr2C1,"[13, 1.0, 24, 2.0, 6, 1.0]"
Mn3Al1C1,"[25, 3.0, 13, 1.0, 6, 1.0]"
Al1Fe3C1,"[13, 1.0, 26, 3.0, 6, 1.0]"
Y3Al1C1,"[39, 3.0, 13, 1.0, 6, 1.0]"
Nb2Al1C1,"[41, 2.0, 13, 1.0, 6, 1.0]"
Ce3Al1C1,"[58, 3.0, 13, 1.0, 6, 1.0]"
Gd3Al1C1,"[64, 3.0, 13, 1.0, 6, 1.0]"
Tb3Al1C1,"[65, 3.0, 13, 1.0, 6, 1.0]"
Dy3Al1C1,"[66, 3.0, 13, 1.0, 6, 1.0]"
Ho3Al1C1,"[67, 3.0, 13, 1.0, 6, 1.0]"
Er3Al1C1,"[68, 3.0, 13, 1.0, 6, 1.0]"
Lu3Al1C1,"[71, 3.0, 13, 1.0, 6, 1.0]"
Ta2Al1C1,"[73, 2.0, 13, 1.0, 6, 1.0]"
Ti3Al2Ni1C1,"[22, 3.0, 13, 2.0, 28, 1.0, 6, 1.0]"
Ta3Al2Co1C1,"[73, 3.0, 13, 2.0, 27, 1.0, 6, 1.0]"
Nb3Al2C1,"[41, 3.0, 13, 2.0, 6, 1.0]"
Sc1Al1C1O1,"[21, 1.0, 13, 1.0, 6, 1.0, 8, 1.0]"
Sr2Al1C1O3F5,"[38, 2.0, 13, 1.0, 6, 1.0, 8, 3.0, 9, 5.0]"
Al4C1O4,"[13, 4.0, 6, 1.0, 8, 4.0]"
Ti3Al1C2,"[22, 3.0, 13, 1.0, 6, 2.0]"
Ta3Al1C2,"[73, 3.0, 13, 1.0, 6, 2.0]"
Y3Al1C3,"[39, 3.0, 13, 1.0, 6, 3.0]"
Ta4Al1C3,"[73, 4.0, 13, 1.0, 6, 3.0]"
Ti5Al2C3,"[22, 5.0, 13, 2.0, 6, 3.0]"
Th2Al2C3,"[90, 2.0, 13, 2.0, 6, 3.0]"
Sc1Al3C3,"[21, 1.0, 13, 3.0, 6, 3.0]"
Y1Al3C3,"[39, 1.0, 13, 3.0, 6, 3.0]"
Gd1Al3C3,"[64, 1.0, 13, 3.0, 6, 3.0]"
Tb1Al3C3,"[65, 1.0, 13, 3.0, 6, 3.0]"
Dy1Al3C3,"[66, 1.0, 13, 3.0, 6, 3.0]"
Ho1Al3C3,"[67, 1.0, 13, 3.0, 6, 3.0]"
Er1Al3C3,"[68, 1.0, 13, 3.0, 6, 3.0]"
Tm1Al3C3,"[69, 1.0, 13, 3.0, 6, 3.0]"
Lu1Al3C3,"[71, 1.0, 13, 3.0, 6, 3.0]"
U1Al3C3,"[92, 1.0, 13, 3.0, 6, 3.0]"
Al4C3,"[13, 4.0, 6, 3.0]"
Al1C3N3Cl6,"[13, 1.0, 6, 3.0, 7, 3.0, 17, 6.0]"
Zr2Al3C4,"[40, 2.0, 13, 3.0, 6, 4.0]"
Hf2Al3C4,"[72, 2.0, 13, 3.0, 6, 4.0]"
U2Al3C4,"[92, 2.0, 13, 3.0, 6, 4.0]"
Th1Al4C4,"[90, 1.0, 13, 4.0, 6, 4.0]"
Zr3Al3C5,"[40, 3.0, 13, 3.0, 6, 5.0]"
Hf3Al3C5,"[72, 3.0, 13, 3.0, 6, 5.0]"
Zr4Al3C6,"[40, 4.0, 13, 3.0, 6, 6.0]"
Al3V12C8,"[13, 3.0, 23, 12.0, 6, 8.0]"
Al1N1,"[13, 1.0, 7, 1.0]"
Ti2Al1N1,"[22, 2.0, 13, 1.0, 7, 1.0]"
Zr3Al1N1,"[40, 3.0, 13, 1.0, 7, 1.0]"
La3Al1N1,"[57, 3.0, 13, 1.0, 7, 1.0]"
Ce3Al1N1,"[58, 3.0, 13, 1.0, 7, 1.0]"
Pr3Al1N1,"[59, 3.0, 13, 1.0, 7, 1.0]"
Sm3Al1N1,"[62, 3.0, 13, 1.0, 7, 1.0]"
Tb3Al1N1,"[65, 3.0, 13, 1.0, 7, 1.0]"
Dy3Al1N1,"[66, 3.0, 13, 1.0, 7, 1.0]"
Ho3Al1N1,"[67, 3.0, 13, 1.0, 7, 1.0]"
Er3Al1N1,"[68, 3.0, 13, 1.0, 7, 1.0]"
Tm3Al1N1,"[69, 3.0, 13, 1.0, 7, 1.0]"
Lu3Al1N1,"[71, 3.0, 13, 1.0, 7, 1.0]"
Hf3Al1N1,"[72, 3.0, 13, 1.0, 7, 1.0]"
Ti3Al2Ni1N1,"[22, 3.0, 13, 2.0, 28, 1.0, 7, 1.0]"
Nb3Al2N1,"[41, 3.0, 13, 2.0, 7, 1.0]"
Na3Al1P3N1O9,"[11, 3.0, 13, 1.0, 15, 3.0, 7, 1.0, 8, 9.0]"
Al1P3N3Cl9,"[13, 1.0, 15, 3.0, 7, 3.0, 17, 9.0]"
Ca3Al1N3,"[20, 3.0, 13, 1.0, 7, 3.0]"
Ti4Al1N3,"[22, 4.0, 13, 1.0, 7, 3.0]"
Ca3Al2N4,"[20, 3.0, 13, 2.0, 7, 4.0]"
Sr3Al2N4,"[38, 3.0, 13, 2.0, 7, 4.0]"
Ba3Al2N4,"[56, 3.0, 13, 2.0, 7, 4.0]"
Ba1Al2Si3N4O4,"[56, 1.0, 13, 2.0, 14, 3.0, 7, 4.0, 8, 4.0]"
Cs2Al1N5O15,"[55, 2.0, 13, 1.0, 7, 5.0, 8, 15.0]"
Ca5Al2Si2N8,"[20, 5.0, 13, 2.0, 14, 2.0, 7, 8.0]"
Cs2Al1P3O10,"[55, 2.0, 13, 1.0, 15, 3.0, 8, 10.0]"
Ba7Al64O103,"[56, 7.0, 13, 64.0, 8, 103.0]"
Ba5Al1Ru2O11,"[56, 5.0, 13, 1.0, 44, 2.0, 8, 11.0]"
Ba5Al1Ir2O11,"[56, 5.0, 13, 1.0, 77, 2.0, 8, 11.0]"
Al1Cl1O1,"[13, 1.0, 17, 1.0, 8, 1.0]"
Al1Br1O1,"[13, 1.0, 35, 1.0, 8, 1.0]"
La3Al1O1,"[57, 3.0, 13, 1.0, 8, 1.0]"
Al2Ag1Cl5O1,"[13, 2.0, 47, 1.0, 17, 5.0, 8, 1.0]"
Al2Sn1Cl6O1,"[13, 2.0, 50, 1.0, 17, 6.0, 8, 1.0]"
Sr13Al6Si8O1,"[38, 13.0, 13, 6.0, 14, 8.0, 8, 1.0]"
Rb2Na1Al2P3O12,"[37, 2.0, 11, 1.0, 13, 2.0, 15, 3.0, 8, 12.0]"
Na1Ti2Al5O12,"[11, 1.0, 22, 2.0, 13, 5.0, 8, 12.0]"
Na4Al3Si3Cl1O12,"[11, 4.0, 13, 3.0, 14, 3.0, 17, 1.0, 8, 12.0]"
Na4Al3Si3Br1O12,"[11, 4.0, 13, 3.0, 14, 3.0, 35, 1.0, 8, 12.0]"
Na4Al3Si3I1O12,"[11, 4.0, 13, 3.0, 14, 3.0, 53, 1.0, 8, 12.0]"
Na4Al3Ge3Cl1O12,"[11, 4.0, 13, 3.0, 32, 3.0, 17, 1.0, 8, 12.0]"
Na4Al3Ge3Br1O12,"[11, 4.0, 13, 3.0, 32, 3.0, 35, 1.0, 8, 12.0]"
Na4Al3Ge3I1O12,"[11, 4.0, 13, 3.0, 32, 3.0, 53, 1.0, 8, 12.0]"
K2Ce1Al1Si4O12,"[19, 2.0, 58, 1.0, 13, 1.0, 14, 4.0, 8, 12.0]"
K3Al2P3O12,"[19, 3.0, 13, 2.0, 15, 3.0, 8, 12.0]"
Rb3Al2P3O12,"[37, 3.0, 13, 2.0, 15, 3.0, 8, 12.0]"
Al2S3O12,"[13, 2.0, 16, 3.0, 8, 12.0]"
K3Al2As3O12,"[19, 3.0, 13, 2.0, 33, 3.0, 8, 12.0]"
Ca3Al2Ge3O12,"[20, 3.0, 13, 2.0, 32, 3.0, 8, 12.0]"
Al2Cd3Ge3O12,"[13, 2.0, 48, 3.0, 32, 3.0, 8, 12.0]"
Al2Mo3O12,"[13, 2.0, 42, 3.0, 8, 12.0]"
K4Al3Si3Cl1O12,"[19, 4.0, 13, 3.0, 14, 3.0, 17, 1.0, 8, 12.0]"
Al3Si3Ag4I1O12,"[13, 3.0, 14, 3.0, 47, 4.0, 53, 1.0, 8, 12.0]"
Y3Sc2Al3O12,"[39, 3.0, 21, 2.0, 13, 3.0, 8, 12.0]"
Sm3Sc2Al3O12,"[62, 3.0, 21, 2.0, 13, 3.0, 8, 12.0]"
Gd3Sc2Al3O12,"[64, 3.0, 21, 2.0, 13, 3.0, 8, 12.0]"
Dy3Sc2Al3O12,"[66, 3.0, 21, 2.0, 13, 3.0, 8, 12.0]"
Ho3Sc2Al3O12,"[67, 3.0, 21, 2.0, 13, 3.0, 8, 12.0]"
Er3Sc2Al3O12,"[68, 3.0, 21, 2.0, 13, 3.0, 8, 12.0]"
Y3Al3Cr2O12,"[39, 3.0, 13, 3.0, 24, 2.0, 8, 12.0]"
Er3Al3Cr2O12,"[68, 3.0, 13, 3.0, 24, 2.0, 8, 12.0]"
Ba1Al4Sb2O12,"[56, 1.0, 13, 4.0, 51, 2.0, 8, 12.0]"
Y3Al5O12,"[39, 3.0, 13, 5.0, 8, 12.0]"
Gd3Al5O12,"[64, 3.0, 13, 5.0, 8, 12.0]"
Tb3Al5O12,"[65, 3.0, 13, 5.0, 8, 12.0]"
Ho3Al5O12,"[67, 3.0, 13, 5.0, 8, 12.0]"
Er3Al5O12,"[68, 3.0, 13, 5.0, 8, 12.0]"
Tm3Al5O12,"[69, 3.0, 13, 5.0, 8, 12.0]"
Lu3Al5O12,"[71, 3.0, 13, 5.0, 8, 12.0]"
Ca4Al6S1O12,"[20, 4.0, 13, 6.0, 16, 1.0, 8, 12.0]"
Sr4Al6S1O12,"[38, 4.0, 13, 6.0, 16, 1.0, 8, 12.0]"
Al6Cd4S1O12,"[13, 6.0, 48, 4.0, 16, 1.0, 8, 12.0]"
Ca4Al6Te1O12,"[20, 4.0, 13, 6.0, 52, 1.0, 8, 12.0]"
Sr4Al6Se1O12,"[38, 4.0, 13, 6.0, 34, 1.0, 8, 12.0]"
Sr4Al6Te1O12,"[38, 4.0, 13, 6.0, 52, 1.0, 8, 12.0]"
Al6Cd4Te1O12,"[13, 6.0, 48, 4.0, 52, 1.0, 8, 12.0]"
Na14Al4O13,"[11, 14.0, 13, 4.0, 8, 13.0]"
Ba5Al2In2Ir1Cl1O13,"[56, 5.0, 13, 2.0, 49, 2.0, 77, 1.0, 17, 1.0, 8, 13.0]"
Ba5Ho2Zr1Al2O13,"[56, 5.0, 67, 2.0, 40, 1.0, 13, 2.0, 8, 13.0]"
Ba5Er2Zr1Al2O13,"[56, 5.0, 68, 2.0, 40, 1.0, 13, 2.0, 8, 13.0]"
Ba5Tm2Zr1Al2O13,"[56, 5.0, 69, 2.0, 40, 1.0, 13, 2.0, 8, 13.0]"
Ba5Lu2Zr1Al2O13,"[56, 5.0, 71, 2.0, 40, 1.0, 13, 2.0, 8, 13.0]"
Ba6Y2Al4O15,"[56, 6.0, 39, 2.0, 13, 4.0, 8, 15.0]"
Ba6Nd2Al4O15,"[56, 6.0, 60, 2.0, 13, 4.0, 8, 15.0]"
Ba6Sm2Al4O15,"[56, 6.0, 62, 2.0, 13, 4.0, 8, 15.0]"
Ba6Gd2Al4O15,"[56, 6.0, 64, 2.0, 13, 4.0, 8, 15.0]"
Ba6Tb2Al4O15,"[56, 6.0, 65, 2.0, 13, 4.0, 8, 15.0]"
Ba6Dy2Al4O15,"[56, 6.0, 66, 2.0, 13, 4.0, 8, 15.0]"
Ba6Tm2Al4O15,"[56, 6.0, 69, 2.0, 13, 4.0, 8, 15.0]"
Ba6Lu2Al4O15,"[56, 6.0, 71, 2.0, 13, 4.0, 8, 15.0]"
Ca2Al8Pb1O15,"[20, 2.0, 13, 8.0, 82, 1.0, 8, 15.0]"
Na2Sr1Al4Si4O16,"[11, 2.0, 38, 1.0, 13, 4.0, 14, 4.0, 8, 16.0]"
Ba1Na2Al4Si4O16,"[56, 1.0, 11, 2.0, 13, 4.0, 14, 4.0, 8, 16.0]"
Na5Ca2Al1P4O16,"[11, 5.0, 20, 2.0, 13, 1.0, 15, 4.0, 8, 16.0]"
Cs1Zr2Al1P4O16,"[55, 1.0, 40, 2.0, 13, 1.0, 15, 4.0, 8, 16.0]"
Ca4Al6S1O16,"[20, 4.0, 13, 6.0, 16, 1.0, 8, 16.0]"
Ca4Al6Mo1O16,"[20, 4.0, 13, 6.0, 42, 1.0, 8, 16.0]"
Sr4Al6Cr1O16,"[38, 4.0, 13, 6.0, 24, 1.0, 8, 16.0]"
Sr4Al6Mo1O16,"[38, 4.0, 13, 6.0, 42, 1.0, 8, 16.0]"
Sr4Al6W1O16,"[38, 4.0, 13, 6.0, 74, 1.0, 8, 16.0]"
Ca6Al7O16,"[20, 6.0, 13, 7.0, 8, 16.0]"
Na1Al11O17,"[11, 1.0, 13, 11.0, 8, 17.0]"
Mg2Al4Si5O18,"[12, 2.0, 13, 4.0, 14, 5.0, 8, 18.0]"
Mn2Al4Si5O18,"[25, 2.0, 13, 4.0, 14, 5.0, 8, 18.0]"
Al4Fe2Si5O18,"[13, 4.0, 26, 2.0, 14, 5.0, 8, 18.0]"
Eu1Al12O19,"[63, 1.0, 13, 12.0, 8, 19.0]"
Ba7Sc6Al2O19,"[56, 7.0, 21, 6.0, 13, 2.0, 8, 19.0]"
Rb1Al3P6O20,"[37, 1.0, 13, 3.0, 15, 6.0, 8, 20.0]"
K4Nb11Al2O20F1,"[19, 4.0, 41, 11.0, 13, 2.0, 8, 20.0, 9, 1.0]"
Na1Al1O2,"[11, 1.0, 13, 1.0, 8, 2.0]"
Al8Pb9O21,"[13, 8.0, 82, 9.0, 8, 21.0]"
Al1S1Cl3O2,"[13, 1.0, 16, 1.0, 17, 3.0, 8, 2.0]"
K1Al1O2,"[19, 1.0, 13, 1.0, 8, 2.0]"
Al1Cu1O2,"[13, 1.0, 29, 1.0, 8, 2.0]"
Rb1Al1O2,"[37, 1.0, 13, 1.0, 8, 2.0]"
Al1Ag1O2,"[13, 1.0, 47, 1.0, 8, 2.0]"
Cs1Al1O2,"[55, 1.0, 13, 1.0, 8, 2.0]"
Na3Al1P8O23,"[11, 3.0, 13, 1.0, 15, 8.0, 8, 23.0]"
Mn13Al4Si2Sb2O28,"[25, 13.0, 13, 4.0, 14, 2.0, 51, 2.0, 8, 28.0]"
K3Al1O3,"[19, 3.0, 13, 1.0, 8, 3.0]"
Rb3Al1O3,"[37, 3.0, 13, 1.0, 8, 3.0]"
Cs3Al1O3,"[55, 3.0, 13, 1.0, 8, 3.0]"
La1Al1O3,"[57, 1.0, 13, 1.0, 8, 3.0]"
Ce1Al1O3,"[58, 1.0, 13, 1.0, 8, 3.0]"
Pr1Al1O3,"[59, 1.0, 13, 1.0, 8, 3.0]"
Nd1Al1O3,"[60, 1.0, 13, 1.0, 8, 3.0]"
Sm1Al1O3,"[62, 1.0, 13, 1.0, 8, 3.0]"
Al2O3,"[13, 2.0, 8, 3.0]"
Na1Al1Si1O4,"[11, 1.0, 13, 1.0, 14, 1.0, 8, 4.0]"
Na1Al1Ge1O4,"[11, 1.0, 13, 1.0, 32, 1.0, 8, 4.0]"
Na5Al1O4,"[11, 5.0, 13, 1.0, 8, 4.0]"
Mg1Al2O4,"[12, 1.0, 13, 2.0, 8, 4.0]"
K1Al1Si1O4,"[19, 1.0, 13, 1.0, 14, 1.0, 8, 4.0]"
Rb1Al1Si1O4,"[37, 1.0, 13, 1.0, 14, 1.0, 8, 4.0]"
Cs1Al1Si1O4,"[55, 1.0, 13, 1.0, 14, 1.0, 8, 4.0]"
Al1P1O4,"[13, 1.0, 15, 1.0, 8, 4.0]"
K1Al1Ge1O4,"[19, 1.0, 13, 1.0, 32, 1.0, 8, 4.0]"
Al1V1O4,"[13, 1.0, 23, 1.0, 8, 4.0]"
Al1As1O4,"[13, 1.0, 33, 1.0, 8, 4.0]"
Rb8Al1Au3O4,"[37, 8.0, 13, 1.0, 79, 3.0, 8, 4.0]"
Nb1Al1O4,"[41, 1.0, 13, 1.0, 8, 4.0]"
Cs9Al1O4,"[55, 9.0, 13, 1.0, 8, 4.0]"
Ta1Al1O4,"[73, 1.0, 13, 1.0, 8, 4.0]"
Al1W1O4,"[13, 1.0, 74, 1.0, 8, 4.0]"
Mn1Al2O4,"[25, 1.0, 13, 2.0, 8, 4.0]"
Al2Fe1O4,"[13, 2.0, 26, 1.0, 8, 4.0]"
Al2Zn1O4,"[13, 2.0, 30, 1.0, 8, 4.0]"
Sr1Al2O4,"[38, 1.0, 13, 2.0, 8, 4.0]"
Ba1Al2O4,"[56, 1.0, 13, 2.0, 8, 4.0]"
Eu1Al2O4,"[63, 1.0, 13, 2.0, 8, 4.0]"
Al2Pb1O4,"[13, 2.0, 82, 1.0, 8, 4.0]"
Na1Al1As1O4F1,"[11, 1.0, 13, 1.0, 33, 1.0, 8, 4.0, 9, 1.0]"
Al2Si1O4F2,"[13, 2.0, 14, 1.0, 8, 4.0, 9, 2.0]"
Al2Ge1O4F2,"[13, 2.0, 32, 1.0, 8, 4.0, 9, 2.0]"
K2Al1S1O4F3,"[19, 2.0, 13, 1.0, 16, 1.0, 8, 4.0, 9, 3.0]"
Na2Sr2Al2P1O4F9,"[11, 2.0, 38, 2.0, 13, 2.0, 15, 1.0, 8, 4.0, 9, 9.0]"
Mg1Al1P1O5,"[12, 1.0, 13, 1.0, 15, 1.0, 8, 5.0]"
Al1Fe1P1O5,"[13, 1.0, 26, 1.0, 15, 1.0, 8, 5.0]"
Ca1Ta1Al1O5,"[20, 1.0, 73, 1.0, 13, 1.0, 8, 5.0]"
Er1Al1Ge1O5,"[68, 1.0, 13, 1.0, 32, 1.0, 8, 5.0]"
Eu3Al1O5,"[63, 3.0, 13, 1.0, 8, 5.0]"
Al2Si1O5,"[13, 2.0, 14, 1.0, 8, 5.0]"
Sr3Al2Cl2O5,"[38, 3.0, 13, 2.0, 17, 2.0, 8, 5.0]"
Cs1Al1Si2O6,"[55, 1.0, 13, 1.0, 14, 2.0, 8, 6.0]"
Sr2Nb1Al1O6,"[38, 2.0, 41, 1.0, 13, 1.0, 8, 6.0]"
Sr2Ta1Al1O6,"[38, 2.0, 73, 1.0, 13, 1.0, 8, 6.0]"
Eu2Ta1Al1O6,"[63, 2.0, 73, 1.0, 13, 1.0, 8, 6.0]"
Sr3Al2O6,"[38, 3.0, 13, 2.0, 8, 6.0]"
Ba3Al2O6,"[56, 3.0, 13, 2.0, 8, 6.0]"
Na3Nb34Al2O64,"[11, 3.0, 41, 34.0, 13, 2.0, 8, 64.0]"
Rb4Nb35Al2O70,"[37, 4.0, 41, 35.0, 13, 2.0, 8, 70.0]"
K1Al1P2O7,"[19, 1.0, 13, 1.0, 15, 2.0, 8, 7.0]"
Al1V1Mo1O7,"[13, 1.0, 23, 1.0, 42, 1.0, 8, 7.0]"
Cs3Al1Ge2O7,"[55, 3.0, 13, 1.0, 32, 2.0, 8, 7.0]"
Pr1Al1Ge2O7,"[59, 1.0, 13, 1.0, 32, 2.0, 8, 7.0]"
Nd1Al1Ge2O7,"[60, 1.0, 13, 1.0, 32, 2.0, 8, 7.0]"
Rb1Al1As2O7,"[37, 1.0, 13, 1.0, 33, 2.0, 8, 7.0]"
K2Al2Sb2O7,"[19, 2.0, 13, 2.0, 51, 2.0, 8, 7.0]"
Cs2Al2As2O7,"[55, 2.0, 13, 2.0, 33, 2.0, 8, 7.0]"
Rb2Al2Sb2O7,"[37, 2.0, 13, 2.0, 51, 2.0, 8, 7.0]"
Cs2Al2Sb2O7,"[55, 2.0, 13, 2.0, 51, 2.0, 8, 7.0]"
Ba1Al2Sb2O7,"[56, 1.0, 13, 2.0, 51, 2.0, 8, 7.0]"
Ca1Al4O7,"[20, 1.0, 13, 4.0, 8, 7.0]"
Sr1Al4O7,"[38, 1.0, 13, 4.0, 8, 7.0]"
Al4Cd1O7,"[13, 4.0, 48, 1.0, 8, 7.0]"
Na1Al1Si3O8,"[11, 1.0, 13, 1.0, 14, 3.0, 8, 8.0]"
Cs2Na1Al1P2O8,"[55, 2.0, 11, 1.0, 13, 1.0, 15, 2.0, 8, 8.0]"
Na1Al1S2O8,"[11, 1.0, 13, 1.0, 16, 2.0, 8, 8.0]"
Na3Al1As2O8,"[11, 3.0, 13, 1.0, 33, 2.0, 8, 8.0]"
Na7Al3O8,"[11, 7.0, 13, 3.0, 8, 8.0]"
K1Al1Si3O8,"[19, 1.0, 13, 1.0, 14, 3.0, 8, 8.0]"
K3Al1P2O8,"[19, 3.0, 13, 1.0, 15, 2.0, 8, 8.0]"
Rb1Al1S2O8,"[37, 1.0, 13, 1.0, 16, 2.0, 8, 8.0]"
K1Al1Mo2O8,"[19, 1.0, 13, 1.0, 42, 2.0, 8, 8.0]"
Rb1Al1Mo2O8,"[37, 1.0, 13, 1.0, 42, 2.0, 8, 8.0]"
Sr4Nb1Al1O8,"[38, 4.0, 41, 1.0, 13, 1.0, 8, 8.0]"
Cs1Al1Mo2O8,"[55, 1.0, 13, 1.0, 42, 2.0, 8, 8.0]"
Al1Tl1Mo2O8,"[13, 1.0, 81, 1.0, 42, 2.0, 8, 8.0]"
Ba1Al2Si2O8,"[56, 1.0, 13, 2.0, 14, 2.0, 8, 8.0]"
Al2Si2Pb1O8,"[13, 2.0, 14, 2.0, 82, 1.0, 8, 8.0]"
Ba1Al2Ge2O8,"[56, 1.0, 13, 2.0, 32, 2.0, 8, 8.0]"
Nd1Al3Pb2O8,"[60, 1.0, 13, 3.0, 82, 2.0, 8, 8.0]"
Sm1Al3Pb2O8,"[62, 1.0, 13, 3.0, 82, 2.0, 8, 8.0]"
Na5Al1P2O8F2,"[11, 5.0, 13, 1.0, 15, 2.0, 8, 8.0, 9, 2.0]"
K3Al4P2O8F9,"[19, 3.0, 13, 4.0, 15, 2.0, 8, 8.0, 9, 9.0]"
Al1P3O9,"[13, 1.0, 15, 3.0, 8, 9.0]"
Al1I3O9,"[13, 1.0, 53, 3.0, 8, 9.0]"
Cs2Al2P2O9,"[55, 2.0, 13, 2.0, 15, 2.0, 8, 9.0]"
Ca2Al2Sn2O9,"[20, 2.0, 13, 2.0, 50, 2.0, 8, 9.0]"
Al2Ga2Bi2O9,"[13, 2.0, 31, 2.0, 83, 2.0, 8, 9.0]"
Nd4Al2O9,"[60, 4.0, 13, 2.0, 8, 9.0]"
Sm4Al2O9,"[62, 4.0, 13, 2.0, 8, 9.0]"
Al4Bi2O9,"[13, 4.0, 83, 2.0, 8, 9.0]"
Ba2Al1Cu2F11,"[56, 2.0, 13, 1.0, 29, 2.0, 9, 11.0]"
Ba1Al1Ge1F1,"[56, 1.0, 13, 1.0, 32, 1.0, 9, 1.0]"
K2Na1Al3F12,"[19, 2.0, 11, 1.0, 13, 3.0, 9, 12.0]"
